TABLEID,SCHEMANAME,TABLE DESCRIPTION,TABLE NAME,COLUMNNAME,DATATYPE,PRIMARYKEY,FOREIGNKEY,DESCRIPTION
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,EFFECTIVEDATEDATETIME,TIMESTAMP_NTZ(9),,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,NOTES,VARCHAR(16777216),,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,SPLITINTODEPARTMENTID,"NUMBER(12,0)",,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,CARRIERPARTBINSURANCEPACKAGEID,"NUMBER(12,0)",,INSURANCEPACKAGE.INSURANCEPACKAGEID,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,FILENAME,VARCHAR(16777216),,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,CARRIERINSURANCEPACKAGEBID,"NUMBER(12,0)",,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,IDNUMBER,VARCHAR(16777216),,,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
536,ATHENAONE,DEPARTMENTDESIGNATION,DEPARTMENTDESIGNATION,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUPID,"NUMBER(12,0)",Primary Key,,
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CASENUMBER,VARCHAR(16777216),,,
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,DESIGNATIONGROUP,VARCHAR(16777216),,,
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONID,"NUMBER(12,0)",,,
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
537,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONGROUP,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,,The name of the tablespace this record comes from
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKGID,"NUMBER(12,0)",Primary Key,,
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,INSURANCEPACKAGEID,"NUMBER(12,0)",,INSURANCEPACKAGE.INSURANCEPACKAGEID,
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,GOVTDESIGNATIONINSTYPEID,"NUMBER(12,0)",,,
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONID,"NUMBER(12,0)",,,
538,ATHENAONE,DEPARTMENTDESIGNATIONGROUP,DEPARTMENTDESIGNATIONINSPKG,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
538,ATHENAONE,DEPARTMENTDESIGNATIONINSPKG,DEPARTMENTDESIGNATIONINSPKG,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATIONID,"NUMBER(12,0)",Primary Key,,
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,ORDERING,"NUMBER(12,0)",,,
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,NAME,VARCHAR(16777216),,,
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
539,ATHENAONE,GOVERNMENTDESIGNATION,GOVERNMENTDESIGNATION,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENTID,"NUMBER(12,0)",Primary Key,,
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETTEMPLATEID,"NUMBER(12,0)",,,
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,ELEMENTKEY,VARCHAR(16777216),,,
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,EDITLAYOUTCOLUMN,"NUMBER(1,0)",,,Specifies which column the flowsheet element appears in on the edit layout
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,NAME,VARCHAR(16777216),,,Human readable name for when ELEMENTKEY is numerical
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,INPUTTYPE,VARCHAR(16777216),,,For page header elements that have input types
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,ORDERING,"NUMBER(12,0)",,,"An ordering for these flowsheet elements, on a flowsheet (left to right)"
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,ELEMENTCLASS,VARCHAR(16777216),,,
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CREATESROWYN,VARCHAR(16777216),,,Only display rows on a flowsheet when elements with this flag have data.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
540,ATHENAONE,GLOBALFLOWSHEETELEMENT,GLOBALFLOWSHEETELEMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIPID,"NUMBER(12,0)",Primary Key,,
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,ORDERING,"NUMBER(22,0)",,,
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,ISSELFYN,VARCHAR(16777216),,,"There is a functional different between a ""self"" relationship between user and patient and an ""other"" relationship. If set to 'Y', this flag defines a self relationship"
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,NAME,VARCHAR(16777216),,,
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
541,ATHENAONE,PORTALUSERRELATIONSHIP,PORTALUSERRELATIONSHIP,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENTID,"NUMBER(12,0)",Primary Key,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,OVERRIDEOPTIONID,"NUMBER(12,0)",,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CLAIMRULEID,"NUMBER(12,0)",,,Legacy Global Rule ID
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CLAIMRULECATEGORYID,"NUMBER(12,0)",,,Claim Rule Category ID
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,RULEENGINEID,"NUMBER(38,0)",,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,RULETYPEID,"NUMBER(38,0)",,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,NAME,VARCHAR(16777216),,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,RULES2TRANSFORMSTATUSID,"NUMBER(12,0)",,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,INTERNALFIXTEXT,VARCHAR(16777216),,,
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,VISITRULEDISPLAYLOCATIONID,"NUMBER(12,0)",,,Designates the location where fixtext will show up within the visit workflow.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,RULEREPORTINGCATEGORYID,"NUMBER(12,0)",,,Classification of rule behavior for reporting purposes
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
542,ATHENAONE,GLOBALBIZREQUIREMENT,GLOBALBIZREQUIREMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENTID,"NUMBER(12,0)",Primary Key,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,OVERRIDEOPTIONID,"NUMBER(12,0)",,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CLAIMRULECATEGORYID,"NUMBER(12,0)",,,Claim Rule Category ID
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,RULEENGINEID,"NUMBER(38,0)",,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,RULETYPEID,"NUMBER(38,0)",,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,NAME,VARCHAR(16777216),,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,RULES2TRANSFORMSTATUSID,"NUMBER(12,0)",,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,LOCALCLAIMRULEID,"NUMBER(12,0)",,,Legacy Local Rule ID
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,INTERNALFIXTEXT,VARCHAR(16777216),,,
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,RULEREPORTINGCATEGORYID,"NUMBER(12,0)",,,Classification of rule behavior for reporting purposes
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
543,ATHENAONE,LOCALBIZREQUIREMENT,LOCALBIZREQUIREMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENTID,"NUMBER(12,0)",Primary Key,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,OVERRIDEOPTIONID,"NUMBER(12,0)",,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CLAIMRULECATEGORYID,"NUMBER(12,0)",,,Claim Rule Category ID
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,NETWORKCLAIMRULEID,"NUMBER(12,0)",,,Legacy Network Rule ID
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,RULEENGINEID,"NUMBER(38,0)",,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,RULETYPEID,"NUMBER(38,0)",,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,NAME,VARCHAR(16777216),,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,RULES2TRANSFORMSTATUSID,"NUMBER(12,0)",,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,INTERNALFIXTEXT,VARCHAR(16777216),,,
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,RULEREPORTINGCATEGORYID,"NUMBER(12,0)",,,Classification of rule behavior for reporting purposes
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
544,ATHENAONE,NETWORKBIZREQUIREMENT,NETWORKBIZREQUIREMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGEID,"NUMBER(12,0)",Primary Key,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,PRICINGFORMULAID,"NUMBER(12,0)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,REVENUECODE,VARCHAR(16777216),,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,PAYERCLASS,"NUMBER(12,0)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,PROCEDURECODE,VARCHAR(16777216),,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,HCPCSDESCRIPTION,VARCHAR(16777216),,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,CHARGEMASTERCODEID,"NUMBER(12,0)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,FEESCHEDULEID,"NUMBER(12,0)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,AMOUNT,"NUMBER(12,2)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,TAXABLEYN,VARCHAR(16777216),,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,COSTMULTIPLIER,"NUMBER(12,2)",,,
545,ATHENAONE,CHARGEMASTERCHARGE,CHARGEMASTERCHARGE,HCPCSMULTIPLIER,"NUMBER(12,4)",,,
